Expected Z, Real Z
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
20, 1.386558
20, 20.766844
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.978485
20, 19.755030
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
10, 9.228385
70, 24.435837
70, 62.619198
70, 66.309830
70, 70.692696
70, 70.748924
70, 70.792526
70, 70.821213
70, 70.851044
70, 70.882027
70, 70.914154
70, 70.935959
70, 70.955467
70, 70.960052
70, 70.971527
70, 70.971527
70, 70.973824
70, 70.978416
70, 70.987595
70, 70.987595
70, 70.995628
70, 70.997925
70, 71.001366
70, 71.001366
70, 71.001366
70, 71.001366
70, 71.001366
70, 71.010544
70, 71.010544
70, 71.010544
70, 71.010544
70, 71.010544
70, 71.010544
70, 71.010544
70, 71.012840
70, 71.012840
70, 71.012840
70, 71.012840
70, 71.012840
70, 71.020874
70, 71.023170
70, 71.023170
70, 71.023170
70, 71.023170
70, 71.023170
70, 71.023170
70, 71.023170
70, 71.023170
70, 71.023170
70, 71.023170
70, 71.023170
70, 71.023170
70, 71.023170
70, 71.023170
70, 71.023170
70, 71.026611
70, 71.026611
70, 71.026611
70, 71.026611
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
70, 71.028908
50, 49.696526
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
50, 49.682674
