Expected Z, Real Z
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
20, 13.485128
20, 20.899088
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
20, 20.379972
10, 10.592706
10, 9.819200
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
10, 9.806511
70, 19.570862
70, 67.179237
70, 69.916817
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
70, 69.859535
50, 51.214336
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
50, 49.651016
