Expected Z, Real Z
70, 67.282967
70, 67.274681
70, 67.264656
70, 67.251083
70, 67.245995
70, 67.227127
70, 67.209244
70, 67.196251
70, 67.180405
70, 67.176559
70, 67.168449
70, 67.166809
70, 67.162804
70, 67.146011
70, 67.130417
70, 67.118401
70, 67.104263
70, 67.094955
70, 67.079430
70, 67.070648
70, 67.060776
70, 67.060562
70, 67.049728
70, 67.036011
70, 67.028038
70, 67.016373
70, 67.011826
70, 67.005013
70, 66.987518
70, 66.981125
70, 66.974365
70, 66.954010
70, 66.941818
70, 66.931808
70, 66.918045
70, 66.905403
70, 66.898560
70, 66.897827
70, 66.896759
70, 66.890182
70, 66.877762
70, 66.861519
70, 66.847725
70, 66.834656
70, 66.832336
70, 66.822769
70, 66.815903
70, 66.804031
70, 66.797043
70, 66.782021
70, 66.771599
70, 66.759583
70, 66.744431
70, 66.736443
70, 66.728767
70, 66.722237
70, 66.711685
70, 66.701385
70, 66.694946
70, 66.675789
70, 60.994808
50, 45.501019
50, 45.425533
50, 45.361126
50, 45.304379
50, 45.248512
50, 45.194855
50, 45.141430
50, 45.085526
50, 45.034222
50, 44.984318
50, 44.927780
50, 44.875206
50, 44.828598
50, 44.777111
50, 44.724709
50, 44.674187
50, 44.623627
50, 44.571346
50, 44.512962
50, 44.464745
50, 44.413952
50, 44.368469
50, 44.318054
50, 44.270576
50, 44.222309
50, 44.178528
50, 44.133896
50, 44.082874
50, 44.036915
50, 43.996120
50, 43.944973
50, 43.904263
50, 43.855896
50, 43.804874
50, 43.756424
50, 43.706261
50, 43.660591
50, 43.615318
50, 43.566578
50, 43.518707
50, 43.485020
50, 43.444466
50, 43.396927
50, 43.342411
50, 43.309856
50, 43.263962
50, 43.215279
50, 43.167618
50, 43.123661
50, 43.076580
50, 43.027279
50, 42.974442
50, 42.928726
50, 42.877361
50, 42.833870
50, 42.793415
50, 42.748554
20, 19.865368
20, 15.585196
20, 15.068552
20, 15.039333
20, 15.016133
20, 14.988657
20, 14.955675
20, 14.922819
20, 14.896105
20, 14.872046
20, 14.851087
20, 14.815607
20, 14.781207
20, 14.747549
20, 14.725185
20, 14.698146
20, 14.670008
20, 14.635306
20, 14.607405
20, 14.582092
90, 21.003326
90, 84.650589
90, 84.056610
90, 84.079453
90, 84.083801
90, 84.096474
90, 84.102783
90, 84.109261
90, 84.110092
90, 80.506714
0, -5.906562
0, -5.957366
0, -6.021150
0, -6.071490
0, -6.116349
