Expected Z, Real Z
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
0, 0.000000
20, 15.146713
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
20, 19.940248
10, 9.402412
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.392060
10, 9.429876
70, 56.755001
70, 70.564323
70, 69.962143
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
70, 69.875061
50, 49.285229
50, 49.059158
50, 49.059158
50, 49.059158
50, 49.059158
50, 49.059158
50, 49.059158
50, 49.059158
50, 49.059158
50, 49.059158
50, 49.059158
50, 49.054569
50, 49.054569
50, 49.054569
50, 49.054569
50, 49.054569
50, 49.054569
50, 49.054569
50, 49.054569
50, 49.054569
50, 49.054569
50, 49.054569
50, 49.054569
50, 49.054569
50, 49.054569
50, 49.054569
