X, Y, Z
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
-0.114591, -0.234913, 2.644765
-0.496168, -0.445795, 18.828068
-0.472118, -0.355282, 19.871988
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
-0.406801, -0.222327, 19.863968
